Station Name,Province,Year,Mean Temperature (C),Total Precipitation (mm)
CYPRESS HILLS,SK,1986,14.0,66.9
EASTLEIGH,SK,1986,18.1,57.0
ELBOW,SK,1986,17.7,78.8
ELROSE,SK,1986,17.8,73.4
ESTON,SK,1986,17.1,78.6
GOLDEN PRAIRIE,SK,1986,17.1,40.0
GRAVELBOURG,SK,1986,18.4,32.8
GULL LAKE CDA EPF,SK,1986,16.7,75.6
HERBERT 2,SK,1986,17.4,100.3
INGEBRIGHT LAKE,SK,1986,17.6,81.4
KINCAID,SK,1986,18.7,25.0
KLINTONEL,SK,1986,15.9,72.7
LEADER 2,SK,1986,17.6,110.6
MAPLE CREEK NORTH,SK,1986,18.1,85.0
PALMER,SK,1986,17.5,26.3
PENNANT,SK,1986,17.3,82.0
READLYN,SK,1986,18.6,19.4
ROCK POINT,SK,1986,17.2,117.6
SANCTUARY,SK,1986,17.8,46.6
SHAMROCK,SK,1986,17.8,46.5
SHAUNAVON 2,SK,1986,16.9,44.2
STEWART VALLEY,SK,1986,17.4,89.3
STRONGFIELD,SK,1986,17.7,127.4
SWIFT CURRENT A,SK,1986,16.8,51.3
SWIFT CURRENT CDA,SK,1986,17.0,32.2
TOMPKINS,SK,1986,14.4,91.1
BIG BEAVER,SK,1986,18.9,70.4
CLAYDON,SK,1986,17.3,66.0
CONSUL,SK,1986,16.4,53.4
CORONACH,SK,1986,17.9,53.5
CORONACH SPC,SK,1986,17.9,74.8
EASTEND 2,SK,1986,17.1,36.6
FRONTIER,SK,1986,17.6,39.4
MANKOTA,SK,1986,17.4,17.2
TREELON,SK,1986,17.5,21.9
VAL-MARIE,SK,1986,17.1,19.8
WEST POPLAR RIVER,SK,1986,17.6,75.0
WILLOW CREEK,AB,1986,17.7,47.4
ARTLAND,SK,1986,15.7,121.2
BIGGAR,SK,1986,16.8,86.6
BUTTE ST PIERRE,SK,1986,15.0,237.5
CANDO,SK,1986,15.6,130.2
EDAM,SK,1986,16.3,163.5
GLASLYN 2,SK,1986,14.9,175.2
HILLMOND,SK,1986,15.5,124.5
KELFIELD,SK,1986,16.2,80.0
KERROBERT,SK,1986,16.5,85.2
KINDERSLEY A,SK,1986,16.2,70.6
LLOYDMINSTER 12E,SK,1986,15.3,213.2
NORTH BATTLEFORD A,SK,1986,16.4,142.6
PAYNTON,SK,1986,16.4,116.0
ROSETOWN,SK,1986,17.1,99.8
RUDDELL,SK,1986,16.4,167.8
ST DONATUS,SK,1986,15.5,144.0
ST WALBURG,SK,1986,15.0,196.0
SCOTSTOWN,SK,1986,15.5,131.7
SCOTT CDA,SK,1986,15.8,92.2
SONNINGDALE,SK,1986,15.2,154.5
WASECA,SK,1986,15.4,185.4
CAMEO,SK,1986,16.0,108.4
COLONSAY,SK,1986,17.5,141.2
DANA CFB,SK,1986,16.8,192.0
DINSMORE,SK,1986,17.3,134.6
ETHELTON,SK,1986,17.0,89.7
HAFFORD,SK,1986,16.3,169.6
HAGUE,SK,1986,16.6,207.5
HARRIS,SK,1986,17.3,90.3
LENEY,SK,1986,17.2,36.2
MACDOWALL,SK,1986,16.4,123.7
MARTENSVILLE,SK,1986,16.6,179.4
MELFORT CDA,SK,1986,16.7,89.8
MILDEN,SK,1986,17.3,96.2
OUTLOOK PFRA,SK,1986,17.7,111.6
PILGER,SK,1986,16.8,147.6
PRINCE ALBERT A,SK,1986,16.8,105.8
RADISSON 1,SK,1986,16.8,121.5
SASKATOON A,SK,1986,17.4,119.8
SASKATOON 2,SK,1986,18.1,155.3
SASKATOON SRC,SK,1986,17.1,115.7
SASKATOON WATER TP,SK,1986,18.1,146.0
VANSCOY COMINCO,SK,1986,17.3,119.9
VISCOUNT,SK,1986,17.2,130.8
WEIRDALE,SK,1986,16.2,82.8
BEACON HILL,SK,1986,14.8,167.7
BIG RIVER,SK,1986,15.7,143.7
BUFFALO NARROWS A,SK,1986,16.3,145.8
CLUFF LAKE,SK,1986,15.8,95.2
COLLINS BAY,SK,1986,12.8,137.5
CREE LAKE,SK,1986,14.6,160.2
DAWN LAKE,SK,1986,13.2,125.8
GEIKIE RIVER,SK,1986,15.0,181.7
GREEN LAKE,SK,1986,16.0,87.0
ISLAND FALLS,SK,1986,17.5,64.3
KEY LAKE,SK,1986,14.9,109.1
LA RONGE A,SK,1986,16.1,135.5
LOON LAKE CDA EPF,SK,1986,15.2,183.7
MEADOW LAKE A,SK,1986,15.5,169.2
STONY RAPIDS A,SK,1986,14.6,73.6
WASKESIU LAKE,SK,1986,15.2,92.9
WHITESAND DAM,SK,1986,15.1,121.0
AYLSHAM,SK,1986,17.1,69.2
CHOICELAND,SK,1986,16.4,96.0
CUMBERLAND HOUSE 2,SK,1986,16.5,82.6
LOST RIVER,SK,1986,16.8,68.6
NIPAWIN A,SK,1986,16.8,73.8
SMOKY BURN,SK,1986,17.2,55.4
ARRAN 23N,SK,1986,16.3,99.7
ENDEAVOUR,SK,1986,15.8,167.9
HUDSON BAY A,SK,1986,16.3,63.6
MCKAGUE 2,SK,1986,16.6,75.6
PELLY,SK,1986,15.8,151.8
PLEASANTDALE,SK,1986,16.3,96.1
BALDUR,MB,1986,18.5,147.2
BINSCARTH,MB,1986,17.1,135.1
BIRTLE,MB,1986,17.1,106.2
BOGGY CREEK,MB,1986,16.5,95.1
BRANDON A,MB,1986,18.0,79.0
BRANDON CDA,MB,1986,18.9,87.4
CAMERON,MB,1986,19.0,167.7
CARBERRY,MB,1986,18.7,129.5
CYPRESS RIVER,MB,1986,19.0,111.4
DELORAINE,MB,1986,19.3,95.6
GLENBORO,MB,1986,18.9,119.4
MINNEDOSA,MB,1986,17.0,140.6
OAKNER,MB,1986,17.8,92.3
PIERSON,MB,1986,18.7,196.6
PORTAGE SOUTHPORT A,MB,1986,19.5,149.1
PORTAGE LA PRAIRIE 2,MB,1986,18.8,114.9
RIDING MTN AUDY,MB,1986,16.5,113.1
RIVERS,MB,1986,18.0,114.2
ROBLIN,MB,1986,16.6,129.8
ROSSBURN,MB,1986,15.8,107.8
RUSSELL,ON,1986,20.1,118.4
SOMERSET,MB,1986,17.7,135.7
SOURIS,MB,1986,16.0,142.7
STRATHCLAIR,MB,1986,16.2,109.8
TURTLE MOUNTAIN 6,MB,1986,17.9,101.4
VIRDEN,MB,1986,18.3,99.4
WASAGAMING,MB,1986,15.9,101.0
WASKADA,MB,1986,19.4,107.4
ALTONA,MB,1986,20.0,100.8
CARTWRIGHT,NL,1986,9.5,118.6
DEERWOOD,MB,1986,19.8,114.8
DOMAIN,MB,1986,19.9,57.8
DUGALD,MB,1986,18.8,173.6
ELM CREEK,MB,1986,19.2,108.0
EMERSON,MB,1986,20.3,110.7
CARMAN 3,MB,1986,19.5,117.4
GLENLEA,MB,1986,19.1,188.8
GRAYSVILLE,MB,1986,19.6,103.2
GUNTON HATCHERY,MB,1986,19.0,121.1
LANDMARK,MB,1986,18.7,127.0
MARQUETTE,MB,1986,19.2,200.9
MORDEN CDA,MB,1986,20.0,99.2
MORDEN RADIO,MB,1986,19.3,157.5
MORRIS,MB,1986,20.3,111.6
MYRTLE,MB,1986,19.1,124.4
NIVERVILLE,MB,1986,18.8,164.6
PEACE GARDENS,MB,1986,17.2,129.8
NINETTE 1 NW,MB,1986,18.5,137.8
PILOT MOUND (AUT),MB,1986,18.4,153.0
PINEY,MB,1986,19.3,101.2
PLUM COULEE,MB,1986,20.2,140.1
RATHWELL,MB,1986,18.8,147.2
STE ANNE,MB,1986,19.5,131.4
SELKIRK,MB,1986,19.8,95.4
SPRAGUE,MB,1986,19.1,142.6
STARBUCK,MB,1986,18.7,145.8
STEINBACH,MB,1986,19.2,93.0
STONEWALL,MB,1986,18.9,132.8
STONY MOUNTAIN,MB,1986,19.3,137.4
TURTLE MOUNTAIN 11,MB,1986,18.6,123.6
WINNIPEG INT'L A,MB,1986,19.5,118.0
WINNIPEG STP,MB,1986,19.9,130.5
WINNIPEG FORT WHYTE,MB,1986,19.4,172.0
ZHODA,MB,1986,19.5,150.2
ARBORG,MB,1986,18.4,112.0
BEAUSEJOUR 2,MB,1986,18.9,96.5
BERENS RIVER CS,MB,1986,17.6,71.9
BISSETT,MB,1986,18.5,51.0
BROAD VALLEY,MB,1986,18.7,78.2
ELMA,MB,1986,16.4,114.3
FISHER BRANCH SOUTH,MB,1986,18.2,83.4
FRASERWOOD,MB,1986,19.0,59.9
GIMLI,MB,1986,18.7,63.6
GRAND RAPIDS HYDRO,MB,1986,17.9,109.4
GREAT FALLS,MB,1986,19.8,98.5
HODGSON 2,MB,1986,16.9,72.0
INDIAN BAY,MB,1986,19.0,113.1
PINAWA WNRE,MB,1986,18.9,99.6
PINE DOCK,MB,1986,18.6,112.4
PINE FALLS,MB,1986,19.2,78.9
OSTENFELD,MB,1986,18.5,141.6
ASHERN,MB,1986,17.5,108.8
BIRCH RIVER,MB,1986,16.7,60.4
DAUPHIN A,MB,1986,18.0,66.1
DELTA MARSH CS,MB,1986,18.4,222.5
ERIKSDALE 1,MB,1986,16.9,100.6
GILBERT PLAINS,MB,1986,17.1,95.3
COWAN,MB,1986,16.8,103.9
GLADSTONE SOUTH,MB,1986,18.7,103.4
GRASS RIVER,MB,1986,18.5,88.2
LAKE DAUPHIN,MB,1986,18.4,75.8
LANGRUTH,MB,1986,18.8,111.0
LUNDAR,MB,1986,18.3,113.5
LUNDAR 4SW,MB,1986,18.5,115.7
MACGREGOR,MB,1986,19.1,123.0
MEADOW PORTAGE,MB,1986,18.5,68.5
MOOSEHORN COOK,MB,1986,18.8,69.6
NEEPAWA WATER,MB,1986,18.4,118.4
OVERFLOWING RIVER,MB,1986,16.1,113.5
OCHRE RIVER,MB,1986,18.0,67.2
PINE RIVER,MB,1986,15.7,77.7
PLUMAS,MB,1986,18.2,85.0
SWAN RIVER,MB,1986,17.8,135.4
VOGAR,MB,1986,18.7,124.9
WILSON CREEK WEIR CS,MB,1986,18.5,112.0
FLIN FLON,MB,1986,17.4,171.7
FLIN FLON A,MB,1986,16.8,149.8
PASQUIA PROJECT,MB,1986,16.6,122.0
THE PAS A,MB,1986,16.8,116.4
CHURCHILL A,MB,1986,10.1,48.8
CROSS LAKE JENPEG,MB,1986,17.1,114.7
GILLAM A,MB,1986,13.1,120.4
GODS LAKE NARROWS A,MB,1986,15.7,127.2
ISLAND LAKE A,MB,1986,16.7,100.4
KELSEY HYDRO,MB,1986,14.3,154.1
LIMESTONE GS,MB,1986,12.9,100.3
LYNN LAKE A,MB,1986,13.6,129.2
RED SUCKER LAKE A,MB,1986,16.0,74.5
RUTTAN LAKE,MB,1986,14.2,76.7
SOUTH INDIAN LAKE,MB,1986,13.7,159.5
THOMPSON A,MB,1986,13.7,210.4
WABOWDEN,MB,1986,15.2,137.7
NORWAY HOUSE A,MB,1986,16.4,123.4
NORWAY HOUSE FORESTRY,MB,1986,17.4,130.1
BIG TROUT LAKE,ON,1986,15.3,90.3
EAR FALLS,ON,1986,18.8,75.7
LANSDOWNE HOUSE,ON,1986,17.1,90.2
PICKLE LAKE (AUT),ON,1986,17.3,104.2
RED LAKE A,ON,1986,18.2,70.3
ATIKOKAN,ON,1986,17.9,27.2
BARWICK,ON,1986,19.6,78.4
FORT FRANCES,ON,1986,19.4,66.2
FORT FRANCES A,ON,1986,20.0,65.4
MINE CENTRE,ON,1986,18.9,75.3
SLEEMAN,ON,1986,19.3,86.4
STRATTON,ON,1986,19.2,67.8
EMO RADBOURNE,ON,1986,19.0,65.2
DRYDEN,ON,1986,18.6,155.6
DRYDEN A,ON,1986,19.0,116.2
IGNACE TCPL 58,ON,1986,18.9,88.8
KENORA A,ON,1986,19.6,104.9
KENORA TCPL 49,ON,1986,19.2,142.8
RAWSON LAKE,ON,1986,19.2,85.8
SIOUX LOOKOUT A,ON,1986,19.2,84.8
ABITIBI CAMP 11,ON,1986,16.8,62.2
BEARDMORE,ON,1986,16.4,72.3
CARIBOU ISLAND,ON,1986,12.3,97.2
GERALDTON A,ON,1986,17.4,65.2
FLINT,ON,1986,17.1,76.3
HEMLO BATTLE MOUNTAIN,ON,1986,17.7,58.5
MANITOUWADGE,ON,1986,18.2,42.7
PUKASKWA NATL PARK,ON,1986,14.9,65.6
SLATE ISLAND,ON,1986,13.9,100.6
TERRACE BAY,ON,1986,14.5,70.2
THUNDER BAY A,ON,1986,17.7,97.6
WHITEFISH LAKE,ON,1986,16.9,86.4
THUNDER BAY WPCP,ON,1986,17.0,111.2
BLIND RIVER HYDRO CENTRE,ON,1986,18.9,114.2
ELLIOT LAKE STANLEIGH,ON,1986,19.0,144.0
HIGH FALLS,QC,1986,16.5,144.3
HORNEPAYNE,ON,1986,15.9,44.8
MISSISSAGI ONT HYDRO,ON,1986,19.2,129.5
MONTREAL FALLS,ON,1986,17.7,146.8
SAULT STE MARIE 2,ON,1986,18.6,88.8
SAULT STE MARIE A,ON,1986,18.0,99.9
WAWA A,ON,1986,15.4,170.2
CHAPLEAU A,ON,1986,17.6,77.2
CONISTON STP,ON,1986,18.9,103.8
LIVELY,ON,1986,19.0,123.6
MASSEY,ON,1986,18.5,75.8
MONETVILLE,ON,1986,18.6,122.5
RAMSEY 2,ON,1986,17.9,66.0
SUDBURY A,ON,1986,18.6,85.8
SUDBURY SCIENCE NORTH,ON,1986,18.6,96.4
TURBINE,ON,1986,18.3,91.0
WEBBWOOD,ON,1986,17.8,93.9
COCHRANE,AB,1986,16.7,68.6
EARLTON A,ON,1986,18.1,68.6
FORT ALBANY,ON,1986,13.4,43.0
IROQUOIS FALLS,ON,1986,17.3,49.0
KAPUSKASING CDA,ON,1986,17.1,57.5
KAPUSKASING A,ON,1986,17.0,53.0
KIRKLAND LAKE,ON,1986,17.4,86.8
MATTICE TCPL,ON,1986,16.3,68.0
MOOSONEE UA,ON,1986,14.7,189.3
PORCUPINE ONT HYDRO,ON,1986,18.5,64.9
SMOKY FALLS,ON,1986,17.4,44.8
TIMMINS A,ON,1986,17.2,54.1
BONFIELD,ON,1986,17.7,118.7
CRYSTAL FALLS,ON,1986,18.2,75.7
DWIGHT,ON,1986,18.0,107.2
FRENCH R CHAUDIERE DAM,ON,1986,18.8,152.1
LAKE OPEONGO,ON,1986,17.4,92.8
LAKE TRAVERSE,ON,1986,18.4,78.8
MADAWASKA,ON,1986,18.1,114.8
NORTH BAY A,ON,1986,17.8,171.4
GORE BAY A,ON,1986,19.5,58.8
LITTLE CURRENT,ON,1986,19.5,74.8
SOUTH BAYMOUTH,ON,1986,18.2,82.9
ARNPRIOR GRANDON,ON,1986,19.7,134.5
AVONMORE,ON,1986,19.2,148.2
BROCKVILLE PCC,ON,1986,19.8,137.2
CARLETON PLACE,ON,1986,19.2,155.6
CATARAQUI TS,ON,1986,20.3,56.2
CHALK RIVER AECL,ON,1986,19.7,79.7
CHATS FALLS,ON,1986,20.3,86.7
CHENAUX,ON,1986,19.7,103.5
CHESTERVILLE 2,ON,1986,19.3,183.6
COMBERMERE,ON,1986,19.0,66.0
CORNWALL,ON,1986,20.5,177.0
CORNWALL ONT HYDRO,ON,1986,20.5,165.2
DALHOUSIE MILLS,ON,1986,19.0,143.6
GLENBURNIE,ON,1986,19.7,63.5
GLEN GORDON,ON,1986,19.4,143.8
GODFREY,ON,1986,19.5,85.2
DRUMMOND CENTRE,ON,1986,19.1,113.4
HARTINGTON IHD,ON,1986,20.2,62.4
KEMPTVILLE,ON,1986,19.1,170.2
KINGSTON A,ON,1986,19.6,74.6
KINGSTON PUMPING STATION,ON,1986,20.8,63.4
LYNDHURST SHAWMERE,ON,1986,20.0,59.5
MALLORYTOWN LANDING,ON,1986,20.1,114.8
MATAWATCHAN,ON,1986,18.8,104.0
MORRISBURG,ON,1986,19.3,147.6
OTTAWA CDA,ON,1986,19.7,120.8
OTTAWA MACDONALD-CARTIER INT'L  A,ON,1986,20.0,144.4
PETAWAWA A,ON,1986,18.6,65.9
PETAWAWA NAT FORESTRY,ON,1986,18.9,75.7
RENFREW,ON,1986,19.3,113.6
ROLPHTON NPD,ON,1986,19.0,45.2
ST. ALBERT,ON,1986,19.3,117.2
SARSFIELD,ON,1986,19.3,136.5
SMITHS FALLS TS,ON,1986,19.6,129.3
SOUTH MOUNTAIN,NS,1986,19.9,231.8
WOLFE ISLAND,ON,1986,19.9,65.6
PERTH,ON,1986,19.5,91.6
ALLISTON NELSON,ON,1986,21.1,81.6
BARRIE WPCC,ON,1986,20.3,76.1
BEATRICE 2,ON,1986,18.5,99.0
BRACEBRIDGE,ON,1986,19.3,91.4
BRACEBRIDGE ONT HYDRO,ON,1986,18.7,70.2
BRECHIN BEACH,ON,1986,20.2,109.8
BORDEN STP,ON,1986,20.0,75.5
BURKS FALLS,ON,1986,18.1,99.3
CHATSWORTH,ON,1986,19.5,95.4
COLDWATER WARMINSTER,ON,1986,20.2,157.2
COOKSTOWN,ON,1986,19.9,68.1
DORSET MOE,ON,1986,18.7,135.6
DUNCHURCH,ON,1986,18.6,78.4
DURHAM,ON,1986,19.6,110.1
ESSA ONT HYDRO,ON,1986,20.4,87.2
HANOVER,ON,1986,20.0,147.5
HONEY HBR BEAUSOLEIL,ON,1986,20.2,132.7
HUNTSVILLE WPCP,ON,1986,19.4,108.4
MIDHURST,ON,1986,19.7,91.0
MIDLAND WATER POLLUTION CONTROL PLANT,ON,1986,20.8,86.0
MUSKOKA A,ON,1986,18.7,106.6
ORILLIA TS,ON,1986,21.0,113.0
OWEN SOUND MOE,ON,1986,20.1,112.0
PARRY SOUND,ON,1986,19.7,80.4
PARRY SOUND MARTYR IS,ON,1986,19.5,90.2
POWASSAN,ON,1986,18.3,98.8
PROTON STATION,ON,1986,18.5,119.8
RAVENSHOE,ON,1986,20.3,80.0
SEVERN BRIDGE,ON,1986,20.1,165.2
SHANTY BAY,ON,1986,20.1,70.0
SINGHAMPTON,ON,1986,18.7,106.3
SOUTH RIVER,ON,1986,18.2,105.0
VALLENTYNE,ON,1986,19.9,85.4
WALTERS FALLS,ON,1986,20.0,111.9
WIARTON A,ON,1986,19.0,88.5
GRAVENHURST BOOTH,ON,1986,19.2,95.0
MAPLE GROVE,ON,1986,18.5,108.6
THORNBURY SLAMA,ON,1986,19.9,117.9
BLYTH,ON,1986,20.1,72.0
BRUCEFIELD,ON,1986,20.1,75.0
DASHWOOD,ON,1986,20.6,82.2
COURTRIGHT,ON,1986,22.5,45.7
EXETER,ON,1986,20.4,139.6
HURON PARK,ON,1986,20.8,151.9
LUCKNOW,ON,1986,20.0,103.7
PAISLEY,ON,1986,19.6,125.0
PETROLIA TOWN,ON,1986,21.9,79.1
SALTFORD,ON,1986,20.1,45.2
SARNIA A,ON,1986,21.3,95.4
TARA,ON,1986,19.6,117.9
THEDFORD,ON,1986,21.0,101.5
CHATHAM WPCP,ON,1986,21.8,83.8
DELHI CDA,ON,1986,21.0,71.4
DRESDEN,ON,1986,21.4,66.8
DUNNVILLE PUMPING STN,ON,1986,20.0,88.3
FORT ERIE,ON,1986,20.4,129.5
HAGERSVILLE,ON,1986,21.4,86.0
HARROW CDA,ON,1986,22.8,80.8
KINGSVILLE MOE,ON,1986,22.7,73.8
NEW GLASGOW,PE,1986,16.1,121.0
NIAGARA FALLS,ON,1986,22.1,90.5
NIAGARA FALLS NPCSH,ON,1986,21.5,93.6
NIAGARA ON THE LAKE,ON,1986,21.5,100.2
PELEE ISLAND,ON,1986,23.6,72.2
PORT COLBORNE,ON,1986,21.4,84.5
PORT DALHOUSIE,ON,1986,22.0,94.6
PORT STANLEY,ON,1986,20.3,128.0
RIDGETOWN AUTOMATIC CLIMATE STATION,ON,1986,22.3,80.0
RIDGEVILLE,ON,1986,21.0,114.4
RODNEY,ON,1986,20.9,119.2
ST CATHARINES,ON,1986,22.2,87.0
ST CATHARINES A,ON,1986,21.9,86.4
ST CATHARINES POWER GLEN,ON,1986,21.5,147.8
ST THOMAS WPCP,ON,1986,20.8,88.4
ST WILLIAMS,ON,1986,20.6,109.2
SIMCOE,ON,1986,20.2,60.1
SPRINGFORD,ON,1986,21.1,60.3
VINELAND BALLS FALLS,ON,1986,21.1,137.4
VINELAND RITTENHOUSE,ON,1986,21.6,122.8
VINELAND STATION,ON,1986,21.3,142.4
WALLACEBURG,ON,1986,21.9,47.1
WELLAND,ON,1986,20.8,109.8
WINDSOR A,ON,1986,23.2,59.3
WINDSOR FORD PLANT,ON,1986,24.1,83.6
WOODSLEE CDA,ON,1986,23.2,105.6
POINT PELEE,ON,1986,22.6,73.4
BRANTFORD MOE,ON,1986,21.5,81.8
CAMBRIDGE GALT MOE,ON,1986,20.5,77.5
CROMARTY,ON,1986,20.2,82.4
CULLODEN EASEY,ON,1986,21.0,58.6
FERGUS SHAND DAM,ON,1986,20.1,105.1
FOLDENS,ON,1986,20.7,132.2
GLEN ALLAN,ON,1986,19.6,82.8
GRAND VALLEY WPCP,ON,1986,19.3,118.4
GUELPH ARBORETUM,ON,1986,19.9,133.9
HILLSBURGH,ON,1986,19.8,143.0
ILDERTON BEAR CREEK,ON,1986,21.2,96.0
LONDON A,ON,1986,20.9,113.8
MONTICELLO,PE,1986,15.7,107.4
MOUNT FOREST,ON,1986,18.7,78.9
PRESTON,ON,1986,20.6,98.2
ROSEVILLE,ON,1986,20.6,90.1
RUSKVIEW,ON,1986,19.8,95.2
SHELBURNE WPCP,ON,1986,19.1,86.2
STRATFORD MOE,ON,1986,19.9,98.6
STRATHROY,ON,1986,21.2,107.0
WATERLOO WELLINGTON A,ON,1986,19.8,80.8
WESTMINSTER TWP WPCP,ON,1986,20.8,147.9
WOODSTOCK,NB,1986,17.6,118.4
ELORA AUTOMATIC CLIMATE STATION,ON,1986,19.5,84.6
ALBION FIELD CENTRE,ON,1986,20.5,90.3
BELLEVILLE,ON,1986,21.3,56.3
BOLTON SPS,ON,1986,19.7,100.8
BOWMANVILLE MOSTERT,ON,1986,20.0,71.4
BRADFORD MUCK RESEARCH,ON,1986,20.2,94.6
BRAMPTON MOE,ON,1986,21.7,92.0
BURKETON MCLAUGHLIN,ON,1986,19.9,76.6
BURLINGTON TS,ON,1986,21.9,99.7
CAMPBELLCROFT GANARASKA,ON,1986,19.5,58.0
CAMPBELLFORD,ON,1986,20.7,46.1
CENTREVILLE,ON,1986,16.6,139.4
COBOURG STP,ON,1986,19.4,58.0
COPETOWN,ON,1986,21.0,169.1
CRESSY,ON,1986,20.2,88.8
GEORGETOWN WWTP,ON,1986,19.7,91.3
GORMLEY ARDENLEE,ON,1986,20.9,67.7
HAMILTON A,ON,1986,20.9,98.6
HAMILTON MUNICIPAL LAB,ON,1986,22.2,95.2
HAMILTON PSYCH HOSPITAL,ON,1986,21.8,101.4
HAMILTON RBG,ON,1986,21.8,98.4
HAROLD WILDWOOD,ON,1986,20.2,39.2
JANETVILLE,ON,1986,20.3,58.9
KING SMOKE TREE,ON,1986,20.5,111.6
LAKEVIEW MOE,ON,1986,21.1,102.0
MAIN DUCK ISLAND,ON,1986,19.1,58.8
MAPLE,ON,1986,20.3,111.8
MIDDLEPORT TS,ON,1986,21.4,125.7
MILFORD,ON,1986,20.1,88.5
MILLGROVE,ON,1986,20.9,122.6
MILTON KELSO,ON,1986,20.4,150.6
ORANGEVILLE MOE,ON,1986,20.0,122.0
ORONO,ON,1986,20.6,68.5
OSHAWA FIRE HALL #3,ON,1986,20.6,114.1
OSHAWA WPCP,ON,1986,20.2,115.0
OAKVILLE GLEN ABBEY,ON,1986,20.8,111.2
PICTON,ON,1986,20.4,94.5
PORT HOPE,ON,1986,20.0,44.6
RICHMOND HILL,ON,1986,21.0,83.3
SMITHFIELD CDA,ON,1986,21.1,51.6
STOUFFVILLE WPCP,ON,1986,20.6,81.4
TORONTO,ON,1986,22.0,87.6
TORONTO ELLESMERE,ON,1986,21.8,69.7
TORONTO ISLAND A,ON,1986,20.6,98.5
TORONTO LESTER B. PEARSON INT'L A,ON,1986,21.0,122.3
TORONTO MALVERN,ON,1986,21.4,100.0
TORONTO MET RES STN,ON,1986,20.9,89.6
TORONTO METRO ZOO,ON,1986,21.0,105.2
TORONTO WEST HILL,ON,1986,21.2,86.8
TRENTON A,ON,1986,20.5,45.2
TYRONE,ON,1986,20.3,74.4
VALENS,ON,1986,20.6,128.2
WELLINGTON,ON,1986,19.3,100.0
WOODBRIDGE,ON,1986,19.8,115.3
MOUNTAINVIEW,ON,1986,21.0,31.4
TORONTO BUTTONVILLE A,ON,1986,20.6,77.9
OAKVILLE SOUTHEAST WPCP,ON,1986,20.0,95.8
BANCROFT L'AMABLE,ON,1986,18.4,94.0
BURLEIGH FALLS,ON,1986,20.9,47.5
HALIBURTON A,ON,1986,19.4,132.0
LINDSAY FILTRATION PLANT,ON,1986,20.3,61.4
LINDSAY FROST,ON,1986,20.1,50.0
LORNEVILLE,ON,1986,20.1,82.2
MINDEN,ON,1986,19.4,135.8
PETERBOROUGH A,ON,1986,19.9,59.8
PETERBOROUGH DOBBIN TS,ON,1986,20.2,46.7
PETERBOROUGH STP,ON,1986,20.7,57.1
PETERBOROUGH TRENT U,ON,1986,20.7,32.5
WEST GUILFORD,ON,1986,18.5,140.4
BERTHIERVILLE,QC,1986,19.3,95.1
CHAMPLAIN,QC,1986,18.2,124.2
CHARLESBOURG PARC ORLEAN,QC,1986,17.9,172.2
COTEAU DU LAC,QC,1986,18.8,130.5
DESCHAMBAULT,QC,1986,18.0,137.0
DONNACONA 2,QC,1986,17.8,144.2
DUBERGER,QC,1986,18.3,139.6
DUCHESNAY,QC,1986,16.9,167.7
HEROUXVILLE,QC,1986,17.7,113.0
JOLIETTE VILLE,QC,1986,19.3,99.4
L'ASSOMPTION,QC,1986,18.9,48.0
LES CEDRES,QC,1986,19.6,140.5
LOUISEVILLE,QC,1986,18.3,95.4
MASCOUCHE,QC,1986,19.4,41.6
NOTRE DAME DE LA MERCI,QC,1986,16.0,119.4
OKA,QC,1986,19.0,87.6
QUEBEC/JEAN LESAGE INTL A,QC,1986,17.5,113.4
RIGAUD,QC,1986,19.9,96.0
RIVIERE A PIERRE,QC,1986,16.0,130.4
RIVIERE VERTE OUEST,QC,1986,16.8,145.0
ST ALBAN,QC,1986,17.7,154.5
ST ALEXIS DES MONTS,QC,1986,17.0,94.9
STE ANNE DE LA PERADE,QC,1986,17.9,123.4
ST AUGUSTIN,QC,1986,17.4,111.3
STE BEATRIX,QC,1986,17.7,131.0
ST BENOIT,QC,1986,19.2,108.2
STE CATHERINE,QC,1986,16.8,164.2
ST CHARLES DE MANDEVILLE,QC,1986,17.9,95.6
STE CHRISTINE,QC,1986,16.8,151.0
ST COME,QC,1986,16.4,114.0
ST DONAT,QC,1986,17.3,83.4
ST JACQUES,QC,1986,18.1,69.0
ST JANVIER,QC,1986,19.0,80.2
ST JOSEPH DE MEKINAC,QC,1986,17.7,158.8
ST JUSTIN,QC,1986,18.0,129.9
ST MATHIEU,QC,1986,17.0,100.0
ST NARCISSE,QC,1986,17.8,126.2
ST PAULIN,QC,1986,18.0,123.0
ST PLACIDE,QC,1986,19.5,73.8
STE THERESE OUEST,QC,1986,19.1,87.6
ST THOMAS DE CAXTON,QC,1986,18.1,125.4
ST ZENON,QC,1986,15.9,67.9
STE FOY (PIE XII),QC,1986,17.5,128.2
SHAWINIGAN,QC,1986,17.8,91.0
TROIS RIVIERES,QC,1986,18.7,148.8
VILLENEUVE,QC,1986,18.3,179.5
DALHOUSIE STATION,QC,1986,19.1,128.8
TROIS RIVIERES AQUEDUC,QC,1986,18.2,139.1
LAC AUX SABLES,QC,1986,17.7,111.8
ARTHABASKA,QC,1986,18.4,126.6
ASBESTOS,QC,1986,17.7,29.3
AUTEUIL,QC,1986,19.2,76.1
BEAUSEJOUR,QC,1986,17.2,162.8
BECANCOUR,QC,1986,18.1,147.2
BISHOPTON,QC,1986,17.4,144.4
